"id","district_id","name","created_at","updated_at"
"299","18","Mlomba","2019-02-12 07:06:15","2019-02-12 07:06:15"
"300","18","Kanjuli","2019-02-12 07:06:15","2019-02-12 07:06:15"
"301","18","Kawinga","2019-02-12 07:06:15","2019-02-12 07:06:15"
"302","18","Nkoola","2019-02-12 07:06:15","2019-02-12 07:06:15"
"303","18","Mposa","2019-02-12 07:06:15","2019-02-12 07:06:15"
"304","18","Chamba","2019-02-12 07:06:15","2019-02-12 07:06:15"
"305","18","Chinguni","2019-02-12 07:06:15","2019-02-12 07:06:15"
"306","18","Lisanjala","2019-02-12 07:06:15","2019-02-12 07:06:15"
"307","18","Chikweo","2019-02-12 07:06:15","2019-02-12 07:06:15"
"308","18","Ngokwe","2019-02-12 07:06:15","2019-02-12 07:06:15"
"309","19","Naisi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"310","19","Songani","2019-02-12 07:06:15","2019-02-12 07:06:15"
"311","19","Chikomwe","2019-02-12 07:06:15","2019-02-12 07:06:15"
"312","19","Chimwalira","2019-02-12 07:06:15","2019-02-12 07:06:15"
"313","19","Linthipe","2019-02-12 07:06:15","2019-02-12 07:06:15"
"314","19","Chingale","2019-02-12 07:06:15","2019-02-12 07:06:15"
"315","19","Nswaswa","2019-02-12 07:06:15","2019-02-12 07:06:15"
"316","19","Namilongo","2019-02-12 07:06:15","2019-02-12 07:06:15"
"317","19","Mtungulutsi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"318","19","Chisenjere","2019-02-12 07:06:15","2019-02-12 07:06:15"
"319","19","Lifani","2019-02-12 07:06:15","2019-02-12 07:06:15"
"320","19","Naming'azi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"321","19","Chanda","2019-02-12 07:06:15","2019-02-12 07:06:15"
"322","19","Ulumba","2019-02-12 07:06:15","2019-02-12 07:06:15"
"323","19","Mbindi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"324","19","Chiphoola","2019-02-12 07:06:15","2019-02-12 07:06:15"
"325","19","Chilwa","2019-02-12 07:06:15","2019-02-12 07:06:15"
"326","19","Matiya","2019-02-12 07:06:15","2019-02-12 07:06:15"
"327","19","Masongola","2019-02-12 07:06:15","2019-02-12 07:06:15"
"328","19","Chinamwali","2019-02-12 07:06:15","2019-02-12 07:06:15"
"329","19","Chirunga","2019-02-12 07:06:15","2019-02-12 07:06:15"
"330","19","Central","2019-02-12 07:06:15","2019-02-12 07:06:15"
"331","19","Likangala","2019-02-12 07:06:15","2019-02-12 07:06:15"
"332","19","Chambo","2019-02-12 07:06:15","2019-02-12 07:06:15"
"333","19","Sadzi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"334","19","Mbedza","2019-02-12 07:06:15","2019-02-12 07:06:15"
"335","19","Mtiya","2019-02-12 07:06:15","2019-02-12 07:06:15"
"336","19","Mpira","2019-02-12 07:06:15","2019-02-12 07:06:15"
"337","20","Mitumbira","2019-02-12 07:06:15","2019-02-12 07:06:15"
"338","20","Chikowa","2019-02-12 07:06:15","2019-02-12 07:06:15"
"339","20","Mombezi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"340","20","Nguludi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"341","20","Nangalukutiche","2019-02-12 07:06:15","2019-02-12 07:06:15"
"342","20","Ntayamwana","2019-02-12 07:06:15","2019-02-12 07:06:15"
"343","20","Mwanje","2019-02-12 07:06:15","2019-02-12 07:06:15"
"344","20","Thumbwe","2019-02-12 07:06:15","2019-02-12 07:06:15"
"345","20","Mulombozi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"346","20","Lirangwe","2019-02-12 07:06:15","2019-02-12 07:06:15"
"347","21","Chikwembere","2019-02-12 07:06:15","2019-02-12 07:06:15"
"348","21","Linjidzi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"349","21","Matindi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"350","21","Lunzu","2019-02-12 07:06:15","2019-02-12 07:06:15"
"351","21","Chilaweni","2019-02-12 07:06:15","2019-02-12 07:06:15"
"352","21","Mudi","2019-02-12 07:06:15","2019-02-12 07:06:15"
"353","21","Mpemba","2019-02-12 07:06:15","2019-02-12 07:06:15"
"354","21","Soche","2019-02-12 07:06:15","2019-02-12 07:06:15"
"355","21","Chilangoma","2019-02-12 07:06:15","2019-02-12 07:06:15"
"356","21","Chikowa","2019-02-12 07:06:15","2019-02-12 07:06:15"
"357","21","Namalimwe","2019-02-12 07:06:15","2019-02-12 07:06:15"
"358","21","Ndirande Matope","2019-02-12 07:06:15","2019-02-12 07:06:15"
"359","21","Ndirande Gamulani","2019-02-12 07:06:15","2019-02-12 07:06:15"
"360","21","Ndirande Makata","2019-02-12 07:06:15","2019-02-12 07:06:15"
"361","21","Nyambadwe","2019-02-12 07:06:15","2019-02-12 07:06:15"
